Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	3	modtoday	https://www.last.fm/tag/modtoday
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	69	oldies	https://www.last.fm/tag/oldies
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	3	one hit wonder	https://www.last.fm/tag/one+hit+wonder
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	47	pop	https://www.last.fm/tag/pop
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	3	pop rock	https://www.last.fm/tag/pop+rock
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	92	rock	https://www.last.fm/tag/rock
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	3	rock n roll	https://www.last.fm/tag/rock+n+roll
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	7	rock'n'roll	https://www.last.fm/tag/rock%27n%27roll
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	5	rockabilly	https://www.last.fm/tag/rockabilly
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	9	soft rock	https://www.last.fm/tag/soft+rock
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	3	strat-o-tastic	https://www.last.fm/tag/strat-o-tastic
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	3	surf rock	https://www.last.fm/tag/surf+rock
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	9	texas	https://www.last.fm/tag/texas
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	3	tnphp covers and originals	https://www.last.fm/tag/tnphp+covers+and+originals
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	3	vietnam	https://www.last.fm/tag/vietnam
Bobby Fuller Four	https://www.last.fm/music/Bobby+Fuller+Four	https://lastfm-img2.akamaized.net/i/u/300x300/4ddfdc313c374b39bb7d31dc0cd20d9a.jpg	3	vocal	https://www.last.fm/tag/vocal
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	13	50s	https://www.last.fm/tag/50s
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	13	60s	https://www.last.fm/tag/60s
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	5	70s	https://www.last.fm/tag/70s
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	8	Elvis Presley	https://www.last.fm/tag/Elvis+Presley
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	2	King	https://www.last.fm/tag/King
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	1	King of Rock and Roll	https://www.last.fm/tag/King+of+Rock+and+Roll
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	3	Rock 'n' Roll	https://www.last.fm/tag/Rock+%27n%27+Roll
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	51	Rock and Roll	https://www.last.fm/tag/Rock+and+Roll
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	6	The King	https://www.last.fm/tag/The+King
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	3	USA	https://www.last.fm/tag/USA
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	2	acoustic	https://www.last.fm/tag/acoustic
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	1	alternative	https://www.last.fm/tag/alternative
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	10	american	https://www.last.fm/tag/american
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	7	blues	https://www.last.fm/tag/blues
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	1	blues rock	https://www.last.fm/tag/blues+rock
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	2	classic	https://www.last.fm/tag/classic
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	83	classic rock	https://www.last.fm/tag/classic+rock
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	10	country	https://www.last.fm/tag/country
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	6	elvis	https://www.last.fm/tag/elvis
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	1	favorites	https://www.last.fm/tag/favorites
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	4	gospel	https://www.last.fm/tag/gospel
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	2	jazz	https://www.last.fm/tag/jazz
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	4	legend	https://www.last.fm/tag/legend
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	2	male vocalist	https://www.last.fm/tag/male+vocalist
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	6	male vocalists	https://www.last.fm/tag/male+vocalists
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	57	oldies	https://www.last.fm/tag/oldies
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	10	pop	https://www.last.fm/tag/pop
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	2	rhythm and blues	https://www.last.fm/tag/rhythm+and+blues
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	58	rock	https://www.last.fm/tag/rock
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	2	rock & roll	https://www.last.fm/tag/rock+&+roll
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	100	rock n roll	https://www.last.fm/tag/rock+n+roll
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	6	rock'n'roll	https://www.last.fm/tag/rock%27n%27roll
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	2	rock-n-roll	https://www.last.fm/tag/rock-n-roll
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	23	rockabilly	https://www.last.fm/tag/rockabilly
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	3	singer-songwriter	https://www.last.fm/tag/singer-songwriter
Elvis Presley	https://www.last.fm/music/Elvis+Presley	https://lastfm-img2.akamaized.net/i/u/300x300/8ff545a7fffb40c3a07f132323669366.png	3	soul	https://www.last.fm/tag/soul
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	2	60s	https://www.last.fm/tag/60s
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	1	70's	https://www.last.fm/tag/70%27s
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	59	70s	https://www.last.fm/tag/70s
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	12	80s	https://www.last.fm/tag/80s
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	2	Disco	https://www.last.fm/tag/Disco
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	2	Love	https://www.last.fm/tag/Love
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	2	Pop-Rock	https://www.last.fm/tag/Pop-Rock
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	2	Retro	https://www.last.fm/tag/Retro
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	14	Smokie	https://www.last.fm/tag/Smokie
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	3	UK	https://www.last.fm/tag/UK
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	16	british	https://www.last.fm/tag/british
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	2	chris norman	https://www.last.fm/tag/chris+norman
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	100	classic rock	https://www.last.fm/tag/classic+rock
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	1	country	https://www.last.fm/tag/country
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	3	dance	https://www.last.fm/tag/dance
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	2	england	https://www.last.fm/tag/england
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	3	english	https://www.last.fm/tag/english
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	1	favorites	https://www.last.fm/tag/favorites
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	8	glam rock	https://www.last.fm/tag/glam+rock
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	2	hard rock	https://www.last.fm/tag/hard+rock
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	3	male vocalists	https://www.last.fm/tag/male+vocalists
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	1	nostalgia	https://www.last.fm/tag/nostalgia
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	1	nostalgie	https://www.last.fm/tag/nostalgie
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	36	oldies	https://www.last.fm/tag/oldies
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	45	pop	https://www.last.fm/tag/pop
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	9	pop rock	https://www.last.fm/tag/pop+rock
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	75	rock	https://www.last.fm/tag/rock
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	7	seen live	https://www.last.fm/tag/seen+live
Smokie	https://www.last.fm/music/Smokie	https://lastfm-img2.akamaized.net/i/u/300x300/d94f61c92c6d48c5a2276f6fd4741304.jpg	16	soft rock	https://www.last.fm/tag/soft+rock
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	2	10s	https://www.last.fm/tag/10s
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	2	2010s	https://www.last.fm/tag/2010s
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	7	All	https://www.last.fm/tag/All
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	2	Awesome	https://www.last.fm/tag/Awesome
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	2	England - Hitchin	https://www.last.fm/tag/England+-+Hitchin
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	2	Favourites Artists	https://www.last.fm/tag/Favourites+Artists
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	2	Glastonbury2015	https://www.last.fm/tag/Glastonbury2015
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	2	Male Singer-Songwriter	https://www.last.fm/tag/Male+Singer-Songwriter
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	2	Radio	https://www.last.fm/tag/Radio
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	2	Singer/Songwriter	https://www.last.fm/tag/Singer%2FSongwriter
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	4	UK	https://www.last.fm/tag/UK
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	2	UK artist	https://www.last.fm/tag/UK+artist
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	4	United Kingdom	https://www.last.fm/tag/United+Kingdom
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	2	acoustic	https://www.last.fm/tag/acoustic
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	2	als vorband gesehen	https://www.last.fm/tag/als+vorband+gesehen
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	5	alternative	https://www.last.fm/tag/alternative
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	2	artist: james bay	https://www.last.fm/tag/artist:+james+bay
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	2	bluesy	https://www.last.fm/tag/bluesy
James Bay	https://www.last.fm/music/James+Bay	https://lastfm-img2.akamaized.net/i/u/300x300/59cac49792ff9da160dd0c32ed058d18.png	48	british	https://www.last.fm/tag/british
